Date,National/State/County,State,County,fips,Last Update,Data Quality Grade,Total Cases,New Cases,Total Deaths,New Deaths
2020-03-10,State,NJ,N/A,34,2020-06-11T18:58:07Z,NA,15,4,0,0
2020-03-11,State,NJ,N/A,34,2020-06-11T18:58:07Z,NA,24,9,1,1
2020-03-12,State,NJ,N/A,34,2020-06-11T18:58:07Z,,30,6,1,0
2020-03-13,State,NJ,N/A,34,2020-06-11T18:58:07Z,,50,20,1,0
2020-03-14,State,NJ,N/A,34,2020-06-11T18:58:07Z,,50,0,1,0
2020-03-15,State,NJ,N/A,34,2020-06-11T18:58:07Z,,98,48,2,1
2020-03-16,State,NJ,N/A,34,2020-06-11T18:58:07Z,,178,80,2,0
2020-03-17,State,NJ,N/A,34,2020-06-11T18:58:07Z,,267,89,3,1
2020-03-18,State,NJ,N/A,34,2020-06-11T18:58:07Z,,427,160,5,2
2020-03-19,State,NJ,N/A,34,2020-06-11T18:58:07Z,,742,315,9,4
2020-03-20,State,NJ,N/A,34,2020-06-11T18:58:07Z,,890,148,11,2
2020-03-21,State,NJ,N/A,34,2020-06-11T18:58:07Z,,1327,437,16,5
2020-03-22,State,NJ,N/A,34,2020-06-11T18:58:07Z,,1914,587,20,4
2020-03-23,State,NJ,N/A,34,2020-06-11T18:58:07Z,B,2844,930,27,7
2020-03-24,State,NJ,N/A,34,2020-06-11T18:58:07Z,B,3675,831,44,17
2020-03-25,State,NJ,N/A,34,2020-06-11T18:58:07Z,B,4402,727,62,18
2020-03-26,State,NJ,N/A,34,2020-06-11T18:58:07Z,B,6876,2474,81,19
2020-03-27,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,8825,1949,108,27
2020-03-28,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,11124,2299,140,32
2020-03-29,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,13386,2262,161,21
2020-03-30,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,16636,3250,198,37
2020-03-31,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,18696,2060,267,69
2020-04-01,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,22255,3559,355,88
2020-04-02,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,25590,3335,537,182
2020-04-03,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,29895,4305,646,109
2020-04-04,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,34124,4229,846,200
2020-04-05,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,37505,3381,917,71
2020-04-06,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,41090,3585,1003,86
2020-04-07,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,44416,3326,1232,229
2020-04-08,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,47437,3021,1504,272
2020-04-09,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,51027,3590,1700,196
2020-04-10,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,54588,3561,1932,232
2020-04-11,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,58151,3563,2183,251
2020-04-12,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,61850,3699,2350,167
2020-04-13,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,64584,2734,2443,93
2020-04-14,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,68824,4240,2805,362
2020-04-15,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,71030,2206,3156,351
2020-04-16,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,75317,4287,3518,362
2020-04-17,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,78467,3150,3840,322
2020-04-18,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,81420,2953,4070,230
2020-04-19,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,85301,3881,4202,132
2020-04-20,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,88806,3505,4377,175
2020-04-21,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,92387,3581,4753,376
2020-04-22,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,95865,3478,5063,310
2020-04-23,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,99989,4124,5368,305
2020-04-24,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,102196,2207,5617,249
2020-04-25,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,105523,3327,5863,246
2020-04-26,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,109038,3515,5938,75
2020-04-27,State,NJ,N/A,34,2020-06-11T18:58:07Z,A,111188,2150,6044,106
2020-04-28,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,113856,2668,6442,398
2020-04-29,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,116264,2408,6770,328
2020-04-30,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,118652,2388,7228,458
2020-05-01,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,121190,2538,7538,310
2020-05-02,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,123717,2527,7742,204
2020-05-03,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,126744,3027,7871,129
2020-05-04,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,128269,1525,7910,39
2020-05-05,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,130593,2324,8244,334
2020-05-06,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,131890,1297,8549,305
2020-05-07,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,133635,1745,8801,252
2020-05-08,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,135454,1819,8952,151
2020-05-09,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,137085,1631,9116,164
2020-05-10,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,138532,1447,9255,139
2020-05-11,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,139945,1413,9310,55
2020-05-12,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,140743,798,9508,198
2020-05-13,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,141560,817,9702,194
2020-05-14,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,142704,1144,9946,244
2020-05-15,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,143905,1201,10138,192
2020-05-16,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,145089,1184,10249,111
2020-05-17,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,146334,1245,10356,107
2020-05-18,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,148039,1705,10435,79
2020-05-19,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,149013,974,10586,151
2020-05-20,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,150399,1386,10747,161
2020-05-21,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,151472,1073,10843,96
2020-05-22,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,152719,1247,10985,142
2020-05-23,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,153104,385,11081,96
2020-05-24,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,154154,1050,11133,52
2020-05-25,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,155092,938,11144,11
2020-05-26,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,155764,672,11191,47
2020-05-27,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,156628,864,11339,148
2020-05-28,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,157815,1187,11401,62
2020-05-29,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,158844,1029,11531,130
2020-05-30,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,159608,764,11634,103
2020-05-31,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,160445,837,11698,64
2020-06-01,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,160918,473,11721,23
2020-06-02,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,161545,627,11770,49
2020-06-03,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,162068,523,11880,110
2020-06-04,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,162530,462,11970,90
2020-06-05,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,163336,806,12049,79
2020-06-06,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,163893,557,12106,57
2020-06-07,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,164164,271,12176,70
2020-06-08,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,164497,333,12214,38
2020-06-09,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,164796,299,12303,89
2020-06-10,State,NJ,N/A,34,2020-06-11T18:58:07Z,A+,165346,550,12377,74
2020-03-06,State,NM,N/A,35,2020-06-11T18:58:07Z,NA,0,0,0,0
2020-03-07,State,NM,N/A,35,2020-06-11T18:58:07Z,NA,0,0,0,0
2020-03-08,State,NM,N/A,35,2020-06-11T18:58:07Z,NA,0,0,0,0
2020-03-09,State,NM,N/A,35,2020-06-11T18:58:07Z,NA,0,0,0,0
2020-03-10,State,NM,N/A,35,2020-06-11T18:58:07Z,NA,0,0,0,0
2020-03-11,State,NM,N/A,35,2020-06-11T18:58:07Z,NA,3,3,0,0
2020-03-12,State,NM,N/A,35,2020-06-11T18:58:07Z,,5,2,0,0
2020-03-13,State,NM,N/A,35,2020-06-11T18:58:07Z,,10,5,0,0
2020-03-14,State,NM,N/A,35,2020-06-11T18:58:07Z,,10,0,0,0
2020-03-15,State,NM,N/A,35,2020-06-11T18:58:07Z,,13,3,0,0
2020-03-16,State,NM,N/A,35,2020-06-11T18:58:07Z,,17,4,0,0
2020-03-17,State,NM,N/A,35,2020-06-11T18:58:07Z,,23,6,0,0
2020-03-18,State,NM,N/A,35,2020-06-11T18:58:07Z,,28,5,0,0
2020-03-19,State,NM,N/A,35,2020-06-11T18:58:07Z,,35,7,0,0
2020-03-20,State,NM,N/A,35,2020-06-11T18:58:07Z,,43,8,0,0
2020-03-21,State,NM,N/A,35,2020-06-11T18:58:07Z,,57,14,0,0
2020-03-22,State,NM,N/A,35,2020-06-11T18:58:07Z,,57,0,0,0
2020-03-23,State,NM,N/A,35,2020-06-11T18:58:07Z,A,65,8,0,0
2020-03-24,State,NM,N/A,35,2020-06-11T18:58:07Z,A,83,18,0,0
2020-03-25,State,NM,N/A,35,2020-06-11T18:58:07Z,A,100,17,1,1
2020-03-26,State,NM,N/A,35,2020-06-11T18:58:07Z,A,112,12,1,0
2020-03-27,State,NM,N/A,35,2020-06-11T18:58:07Z,A,136,24,1,0
2020-03-28,State,NM,N/A,35,2020-06-11T18:58:07Z,A,191,55,1,0
2020-03-29,State,NM,N/A,35,2020-06-11T18:58:07Z,A,237,46,2,1
2020-03-30,State,NM,N/A,35,2020-06-11T18:58:07Z,A,237,0,2,0
2020-03-31,State,NM,N/A,35,2020-06-11T18:58:07Z,A,281,44,4,2
2020-04-01,State,NM,N/A,35,2020-06-11T18:58:07Z,A,315,34,5,1
2020-04-02,State,NM,N/A,35,2020-06-11T18:58:07Z,A,363,48,6,1
2020-04-03,State,NM,N/A,35,2020-06-11T18:58:07Z,A,403,40,7,1
2020-04-04,State,NM,N/A,35,2020-06-11T18:58:07Z,A,495,92,10,3
2020-04-05,State,NM,N/A,35,2020-06-11T18:58:07Z,A,543,48,11,1
2020-04-06,State,NM,N/A,35,2020-06-11T18:58:07Z,A,624,81,12,1
2020-04-07,State,NM,N/A,35,2020-06-11T18:58:07Z,A,686,62,12,0
2020-04-08,State,NM,N/A,35,2020-06-11T18:58:07Z,A,794,108,13,1
2020-04-09,State,NM,N/A,35,2020-06-11T18:58:07Z,A,865,71,16,3
2020-04-10,State,NM,N/A,35,2020-06-11T18:58:07Z,A,1091,226,19,3
2020-04-11,State,NM,N/A,35,2020-06-11T18:58:07Z,A,1091,0,19,0
2020-04-12,State,NM,N/A,35,2020-06-11T18:58:07Z,A,1174,83,20,1
2020-04-13,State,NM,N/A,35,2020-06-11T18:58:07Z,A,1245,71,26,6
2020-04-14,State,NM,N/A,35,2020-06-11T18:58:07Z,A,1345,100,31,5
2020-04-15,State,NM,N/A,35,2020-06-11T18:58:07Z,A,1407,62,36,5
2020-04-16,State,NM,N/A,35,2020-06-11T18:58:07Z,A,1484,77,36,0
2020-04-17,State,NM,N/A,35,2020-06-11T18:58:07Z,A,1597,113,44,8
2020-04-18,State,NM,N/A,35,2020-06-11T18:58:07Z,A,1711,114,51,7
2020-04-19,State,NM,N/A,35,2020-06-11T18:58:07Z,A,1798,87,53,2
2020-04-20,State,NM,N/A,35,2020-06-11T18:58:07Z,A,1845,47,55,2
2020-04-21,State,NM,N/A,35,2020-06-11T18:58:07Z,A,1971,126,58,3
2020-04-22,State,NM,N/A,35,2020-06-11T18:58:07Z,A,2072,101,65,7
2020-04-23,State,NM,N/A,35,2020-06-11T18:58:07Z,A,2210,138,71,6
2020-04-24,State,NM,N/A,35,2020-06-11T18:58:07Z,A,2379,169,78,7
2020-04-25,State,NM,N/A,35,2020-06-11T18:58:07Z,C,2521,142,84,6
2020-04-26,State,NM,N/A,35,2020-06-11T18:58:07Z,C,2660,139,93,9
2020-04-27,State,NM,N/A,35,2020-06-11T18:58:07Z,C,2726,66,99,6
2020-04-28,State,NM,N/A,35,2020-06-11T18:58:07Z,C,2823,97,104,5
2020-04-29,State,NM,N/A,35,2020-06-11T18:58:07Z,C,2974,151,110,6
2020-04-30,State,NM,N/A,35,2020-06-11T18:58:07Z,C,3213,239,112,2
2020-05-01,State,NM,N/A,35,2020-06-11T18:58:07Z,C,3411,198,123,11
2020-05-02,State,NM,N/A,35,2020-06-11T18:58:07Z,C,3513,102,131,8
2020-05-03,State,NM,N/A,35,2020-06-11T18:58:07Z,C,3732,219,139,8
2020-05-04,State,NM,N/A,35,2020-06-11T18:58:07Z,C,3850,118,151,12
2020-05-05,State,NM,N/A,35,2020-06-11T18:58:07Z,C,4031,181,156,5
2020-05-06,State,NM,N/A,35,2020-06-11T18:58:07Z,C,4138,107,162,6
2020-05-07,State,NM,N/A,35,2020-06-11T18:58:07Z,C,4291,153,169,7
2020-05-08,State,NM,N/A,35,2020-06-11T18:58:07Z,C,4493,202,172,3
2020-05-09,State,NM,N/A,35,2020-06-11T18:58:07Z,C,4673,180,181,9
2020-05-10,State,NM,N/A,35,2020-06-11T18:58:07Z,C,4778,105,191,10
2020-05-11,State,NM,N/A,35,2020-06-11T18:58:07Z,C,4863,85,200,9
2020-05-12,State,NM,N/A,35,2020-06-11T18:58:07Z,C,5069,206,208,8
2020-05-13,State,NM,N/A,35,2020-06-11T18:58:07Z,C,5212,143,219,11
2020-05-14,State,NM,N/A,35,2020-06-11T18:58:07Z,C,5364,152,231,12
2020-05-15,State,NM,N/A,35,2020-06-11T18:58:07Z,C,5503,139,242,11
2020-05-16,State,NM,N/A,35,2020-06-11T18:58:07Z,C,5662,159,253,11
2020-05-17,State,NM,N/A,35,2020-06-11T18:58:07Z,C,5857,195,259,6
2020-05-18,State,NM,N/A,35,2020-06-11T18:58:07Z,C,5938,81,265,6
2020-05-19,State,NM,N/A,35,2020-06-11T18:58:07Z,C,6096,158,270,5
2020-05-20,State,NM,N/A,35,2020-06-11T18:58:07Z,C,6192,96,276,6
2020-05-21,State,NM,N/A,35,2020-06-11T18:58:07Z,C,6317,125,283,7
2020-05-22,State,NM,N/A,35,2020-06-11T18:58:07Z,C,6472,155,294,11
2020-05-23,State,NM,N/A,35,2020-06-11T18:58:07Z,C,6625,153,302,8
2020-05-24,State,NM,N/A,35,2020-06-11T18:58:07Z,C,6795,170,308,6
2020-05-25,State,NM,N/A,35,2020-06-11T18:58:07Z,C,6943,148,317,9
2020-05-26,State,NM,N/A,35,2020-06-11T18:58:07Z,C,7026,83,320,3
2020-05-27,State,NM,N/A,35,2020-06-11T18:58:07Z,C,7130,104,325,5
2020-05-28,State,NM,N/A,35,2020-06-11T18:58:07Z,C,7252,122,329,4
2020-05-29,State,NM,N/A,35,2020-06-11T18:58:07Z,C,7364,112,335,6
2020-05-30,State,NM,N/A,35,2020-06-11T18:58:07Z,C,7493,129,344,9
2020-05-31,State,NM,N/A,35,2020-06-11T18:58:07Z,C,7624,131,351,7
2020-06-01,State,NM,N/A,35,2020-06-11T18:58:07Z,C,7689,65,356,5
2020-06-02,State,NM,N/A,35,2020-06-11T18:58:07Z,C,7800,111,362,6
2020-06-03,State,NM,N/A,35,2020-06-11T18:58:07Z,C,8024,224,367,5
2020-06-04,State,NM,N/A,35,2020-06-11T18:58:07Z,C,8140,116,375,8
2020-06-05,State,NM,N/A,35,2020-06-11T18:58:07Z,C,8353,213,383,8
2020-06-06,State,NM,N/A,35,2020-06-11T18:58:07Z,C,8672,319,387,4
2020-06-07,State,NM,N/A,35,2020-06-11T18:58:07Z,C,8800,128,392,5
2020-06-08,State,NM,N/A,35,2020-06-11T18:58:07Z,C,8940,140,396,4
2020-06-09,State,NM,N/A,35,2020-06-11T18:58:07Z,C,9062,122,400,4
2020-06-10,State,NM,N/A,35,2020-06-11T18:58:07Z,C,9105,43,404,4
2020-03-05,State,NV,N/A,32,2020-06-11T18:58:07Z,NA,1,0,0,0
2020-03-06,State,NV,N/A,32,2020-06-11T18:58:07Z,NA,1,0,0,0
2020-03-07,State,NV,N/A,32,2020-06-11T18:58:07Z,NA,1,0,0,0
2020-03-08,State,NV,N/A,32,2020-06-11T18:58:07Z,NA,1,0,0,0
2020-03-09,State,NV,N/A,32,2020-06-11T18:58:07Z,NA,1,0,0,0
2020-03-10,State,NV,N/A,32,2020-06-11T18:58:07Z,NA,1,0,0,0
2020-03-11,State,NV,N/A,32,2020-06-11T18:58:07Z,NA,5,4,0,0
2020-03-12,State,NV,N/A,32,2020-06-11T18:58:07Z,,7,2,0,0
2020-03-13,State,NV,N/A,32,2020-06-11T18:58:07Z,,11,4,0,0
2020-03-14,State,NV,N/A,32,2020-06-11T18:58:07Z,,20,9,0,0
2020-03-15,State,NV,N/A,32,2020-06-11T18:58:07Z,,21,1,0,0
2020-03-16,State,NV,N/A,32,2020-06-11T18:58:07Z,,45,24,1,1
2020-03-17,State,NV,N/A,32,2020-06-11T18:58:07Z,,55,10,1,0
2020-03-18,State,NV,N/A,32,2020-06-11T18:58:07Z,,55,0,1,0
2020-03-19,State,NV,N/A,32,2020-06-11T18:58:07Z,,95,40,1,0
2020-03-20,State,NV,N/A,32,2020-06-11T18:58:07Z,,109,14,1,0
2020-03-21,State,NV,N/A,32,2020-06-11T18:58:07Z,,124,15,2,1
2020-03-22,State,NV,N/A,32,2020-06-11T18:58:07Z,,190,66,2,0
2020-03-23,State,NV,N/A,32,2020-06-11T18:58:07Z,A,245,55,4,2
2020-03-24,State,NV,N/A,32,2020-06-11T18:58:07Z,A,278,33,4,0
2020-03-25,State,NV,N/A,32,2020-06-11T18:58:07Z,A,321,43,6,2
2020-03-26,State,NV,N/A,32,2020-06-11T18:58:07Z,A,420,99,10,4
2020-03-27,State,NV,N/A,32,2020-06-11T18:58:07Z,A,535,115,10,0
2020-03-28,State,NV,N/A,32,2020-06-11T18:58:07Z,A,621,86,10,0
2020-03-29,State,NV,N/A,32,2020-06-11T18:58:07Z,A,738,117,14,4
2020-03-30,State,NV,N/A,32,2020-06-11T18:58:07Z,A,1008,270,15,1
2020-03-31,State,NV,N/A,32,2020-06-11T18:58:07Z,A,1113,105,17,2
2020-04-01,State,NV,N/A,32,2020-06-11T18:58:07Z,A,1279,166,26,9
2020-04-02,State,NV,N/A,32,2020-06-11T18:58:07Z,A,1458,179,38,12
2020-04-03,State,NV,N/A,32,2020-06-11T18:58:07Z,A,1514,56,43,5
2020-04-04,State,NV,N/A,32,2020-06-11T18:58:07Z,A,1742,228,46,3
2020-04-05,State,NV,N/A,32,2020-06-11T18:58:07Z,A,1836,94,46,0
2020-04-06,State,NV,N/A,32,2020-06-11T18:58:07Z,A,1953,117,46,0
2020-04-07,State,NV,N/A,32,2020-06-11T18:58:07Z,A,2087,134,58,12
2020-04-08,State,NV,N/A,32,2020-06-11T18:58:07Z,A,2318,231,71,13
2020-04-09,State,NV,N/A,32,2020-06-11T18:58:07Z,A,2456,138,80,9
2020-04-10,State,NV,N/A,32,2020-06-11T18:58:07Z,A,2584,128,86,6
2020-04-11,State,NV,N/A,32,2020-06-11T18:58:07Z,A,2700,116,102,16
2020-04-12,State,NV,N/A,32,2020-06-11T18:58:07Z,A,2836,136,112,10
2020-04-13,State,NV,N/A,32,2020-06-11T18:58:07Z,A,2971,135,114,2
2020-04-14,State,NV,N/A,32,2020-06-11T18:58:07Z,A,3088,117,120,6
2020-04-15,State,NV,N/A,32,2020-06-11T18:58:07Z,A,3211,123,131,11
2020-04-16,State,NV,N/A,32,2020-06-11T18:58:07Z,A,3321,110,137,6
2020-04-17,State,NV,N/A,32,2020-06-11T18:58:07Z,A,3524,203,142,5
2020-04-18,State,NV,N/A,32,2020-06-11T18:58:07Z,A,3626,102,151,9
2020-04-19,State,NV,N/A,32,2020-06-11T18:58:07Z,A,3728,102,155,4
2020-04-20,State,NV,N/A,32,2020-06-11T18:58:07Z,A,3830,102,158,3
2020-04-21,State,NV,N/A,32,2020-06-11T18:58:07Z,A,3937,107,163,5
2020-04-22,State,NV,N/A,32,2020-06-11T18:58:07Z,A,4081,144,172,9
2020-04-23,State,NV,N/A,32,2020-06-11T18:58:07Z,A,4208,127,189,17
2020-04-24,State,NV,N/A,32,2020-06-11T18:58:07Z,A,4398,190,197,8
2020-04-25,State,NV,N/A,32,2020-06-11T18:58:07Z,F,4539,141,204,7
2020-04-26,State,NV,N/A,32,2020-06-11T18:58:07Z,F,4602,63,206,2
2020-04-27,State,NV,N/A,32,2020-06-11T18:58:07Z,F,4690,88,206,0
2020-04-28,State,NV,N/A,32,2020-06-11T18:58:07Z,F,4805,115,219,13
2020-04-29,State,NV,N/A,32,2020-06-11T18:58:07Z,D,4898,93,230,11
2020-04-30,State,NV,N/A,32,2020-06-11T18:58:07Z,D,4998,100,237,7
2020-05-01,State,NV,N/A,32,2020-06-11T18:58:07Z,D,5227,229,243,6
2020-05-02,State,NV,N/A,32,2020-06-11T18:58:07Z,D,5311,84,254,11
2020-05-03,State,NV,N/A,32,2020-06-11T18:58:07Z,D,5426,115,257,3
2020-05-04,State,NV,N/A,32,2020-06-11T18:58:07Z,D,5491,65,262,5
2020-05-05,State,NV,N/A,32,2020-06-11T18:58:07Z,D,5594,103,268,6
2020-05-06,State,NV,N/A,32,2020-06-11T18:58:07Z,D,5663,69,276,8
2020-05-07,State,NV,N/A,32,2020-06-11T18:58:07Z,D,5766,103,286,10
2020-05-08,State,NV,N/A,32,2020-06-11T18:58:07Z,D,5884,118,293,7
2020-05-09,State,NV,N/A,32,2020-06-11T18:58:07Z,D,6028,144,301,8
2020-05-10,State,NV,N/A,32,2020-06-11T18:58:07Z,C,6098,70,306,5
2020-05-11,State,NV,N/A,32,2020-06-11T18:58:07Z,C,6152,54,306,0
2020-05-12,State,NV,N/A,32,2020-06-11T18:58:07Z,C,6311,159,312,6
2020-05-13,State,NV,N/A,32,2020-06-11T18:58:07Z,B,6394,83,321,9
2020-05-14,State,NV,N/A,32,2020-06-11T18:58:07Z,B,6499,105,331,10
2020-05-15,State,NV,N/A,32,2020-06-11T18:58:07Z,B,6614,115,339,8
2020-05-16,State,NV,N/A,32,2020-06-11T18:58:07Z,B,6662,48,345,6
2020-05-17,State,NV,N/A,32,2020-06-11T18:58:07Z,B,6857,195,349,4
2020-05-18,State,NV,N/A,32,2020-06-11T18:58:07Z,B,6906,49,350,1
2020-05-19,State,NV,N/A,32,2020-06-11T18:58:07Z,B,7046,140,365,15
2020-05-20,State,NV,N/A,32,2020-06-11T18:58:07Z,A,7166,120,373,8
2020-05-21,State,NV,N/A,32,2020-06-11T18:58:07Z,A+,7255,89,378,5
2020-05-22,State,NV,N/A,32,2020-06-11T18:58:07Z,A+,7401,146,381,3
2020-05-23,State,NV,N/A,32,2020-06-11T18:58:07Z,A+,7696,295,388,7
2020-05-24,State,NV,N/A,32,2020-06-11T18:58:07Z,A+,7770,74,392,4
2020-05-25,State,NV,N/A,32,2020-06-11T18:58:07Z,A+,7879,109,394,2
2020-05-26,State,NV,N/A,32,2020-06-11T18:58:07Z,A+,7997,118,396,2
2020-05-27,State,NV,N/A,32,2020-06-11T18:58:07Z,A+,8113,116,396,0
2020-05-28,State,NV,N/A,32,2020-06-11T18:58:07Z,A+,8208,95,406,10
2020-05-29,State,NV,N/A,32,2020-06-11T18:58:07Z,A+,8350,142,410,4
2020-05-30,State,NV,N/A,32,2020-06-11T18:58:07Z,A+,8495,145,417,7
2020-05-31,State,NV,N/A,32,2020-06-11T18:58:07Z,A+,8593,98,417,0
2020-06-01,State,NV,N/A,32,2020-06-11T18:58:07Z,A+,8688,95,421,4
2020-06-02,State,NV,N/A,32,2020-06-11T18:58:07Z,A+,8830,142,420,-1
2020-06-03,State,NV,N/A,32,2020-06-11T18:58:07Z,A+,8935,105,429,9
2020-06-04,State,NV,N/A,32,2020-06-11T18:58:07Z,A+,9090,155,429,0
2020-06-05,State,NV,N/A,32,2020-06-11T18:58:07Z,A+,9266,176,433,4
2020-06-06,State,NV,N/A,32,2020-06-11T18:58:07Z,A+,9460,194,437,4
2020-06-07,State,NV,N/A,32,2020-06-11T18:58:07Z,A+,9649,189,438,1
2020-06-08,State,NV,N/A,32,2020-06-11T18:58:07Z,A+,9786,137,442,4
2020-06-09,State,NV,N/A,32,2020-06-11T18:58:07Z,A+,10030,244,444,2
2020-06-10,State,NV,N/A,32,2020-06-11T18:58:07Z,A+,10164,134,448,4
2020-03-04,State,NY,N/A,36,2020-06-11T18:58:07Z,NA,6,0,0,0
2020-03-05,State,NY,N/A,36,2020-06-11T18:58:07Z,NA,22,16,0,0
2020-03-06,State,NY,N/A,36,2020-06-11T18:58:07Z,NA,33,11,0,0
2020-03-07,State,NY,N/A,36,2020-06-11T18:58:07Z,NA,76,43,0,0
2020-03-08,State,NY,N/A,36,2020-06-11T18:58:07Z,NA,105,29,0,0
2020-03-09,State,NY,N/A,36,2020-06-11T18:58:07Z,NA,142,37,0,0
2020-03-10,State,NY,N/A,36,2020-06-11T18:58:07Z,NA,173,31,0,0
2020-03-11,State,NY,N/A,36,2020-06-11T18:58:07Z,NA,216,43,0,0
2020-03-12,State,NY,N/A,36,2020-06-11T18:58:07Z,,216,0,0,0
2020-03-13,State,NY,N/A,36,2020-06-11T18:58:07Z,,421,205,0,0
2020-03-14,State,NY,N/A,36,2020-06-11T18:58:07Z,,524,103,0,0
2020-03-15,State,NY,N/A,36,2020-06-11T18:58:07Z,,729,205,3,3
2020-03-16,State,NY,N/A,36,2020-06-11T18:58:07Z,,950,221,7,4
2020-03-17,State,NY,N/A,36,2020-06-11T18:58:07Z,,1700,750,7,0
2020-03-18,State,NY,N/A,36,2020-06-11T18:58:07Z,,2382,682,12,5
2020-03-19,State,NY,N/A,36,2020-06-11T18:58:07Z,,4152,1770,12,0
2020-03-20,State,NY,N/A,36,2020-06-11T18:58:07Z,,7102,2950,35,23
2020-03-21,State,NY,N/A,36,2020-06-11T18:58:07Z,,10356,3254,44,9
2020-03-22,State,NY,N/A,36,2020-06-11T18:58:07Z,,15168,4812,114,70
2020-03-23,State,NY,N/A,36,2020-06-11T18:58:07Z,B,20875,5707,114,0
2020-03-24,State,NY,N/A,36,2020-06-11T18:58:07Z,B,25665,4790,210,96
2020-03-25,State,NY,N/A,36,2020-06-11T18:58:07Z,B,30811,5146,285,75
2020-03-26,State,NY,N/A,36,2020-06-11T18:58:07Z,B,37258,6447,385,100
2020-03-27,State,NY,N/A,36,2020-06-11T18:58:07Z,A,44635,7377,519,134
